"pharm_class","pharm_subclass","gpi_group","gpi_class","gpi_subclass","ingredient_rxcui_name"
"Dermatological","Antifungals - Topical","90","15","40","sulconazole"
"Dermatological","Antifungals - Topical","90","15","00","terbinafine"
"Dermatological","Antifungals - Topical","90","15","00","tolnaftate"
"Dermatological","Antifungals - Topical","90","15","99","triacetin"
"Dermatological","Antifungals - Topical","90","15","99","triamcinolone"
"Dermatological","Antifungals - Topical","90","15","00","undecylenate"
"Dermatological","Antifungals - Topical","90","15","99","undecylenate"
"Dermatological","Antifungals - Topical","90","15","99","zinc oxide"
"Dermatological","Antihistamines-Topical","90","20","00","diphenhydramine"
"Dermatological","Antihistamines-Topical","90","20","99","diphenhydramine"
"Dermatological","Antihistamines-Topical","90","20","99","zinc acetate"
"Dermatological","Anti-inflammatory Agents - Topical","90","21","00","diclofenac"
"Dermatological","Antineoplastic or Premalignant Lesion Agents - Topical","90","37","50","aminolevulinate"
"Dermatological","Antineoplastic or Premalignant Lesion Agents - Topical","90","37","50","aminolevulinic acid"
"Dermatological","Antineoplastic or Premalignant Lesion Agents - Topical","90","37","40","diclofenac"
"Dermatological","Antineoplastic or Premalignant Lesion Agents - Topical","90","37","20","fluorouracil"
"Dermatological","Antineoplastic or Premalignant Lesion Agents - Topical","90","37","10","mechlorethamine"
"Dermatological","Antipruritics - Topical","90","22","99","camphor"
"Dermatological","Antipruritics - Topical","90","22","00","doxepin"
"Dermatological","Antipruritics - Topical","90","22","99","levomenthol"
"Dermatological","Antipruritics - Topical","90","22","99","menthol"
"Dermatological","Antipruritics - Topical","90","22","99","phenol"
"Dermatological","Antipsoriatics","90","25","05","acitretin"
"Dermatological","Antipsoriatics","90","25","00","calcipotriene"
"Dermatological","Antipsoriatics","90","25","00","calcitriol"
"Dermatological","Antipsoriatics","90","25","05","guselkumab"
"Dermatological","Antipsoriatics","90","25","05","ixekizumab"
"Dermatological","Antipsoriatics","90","25","05","methoxsalen"
"Dermatological","Antipsoriatics","90","25","05","No ingredient mapped"
"Dermatological","Antipsoriatics",,,,"No ingredient mapped"
"Dermatological","Antipsoriatics","90","25","05","risankizumab"
"Dermatological","Antipsoriatics","90","25","05","secukinumab"
"Dermatological","Antipsoriatics","90","25","00","tazarotene"
"Dermatological","Antipsoriatics","90","25","05","tildrakizumab"
"Dermatological","Antipsoriatics","90","25","05","ustekinumab"
"Dermatological","Antiseborrheic Products","90","30","99","salicylic acid"
"Dermatological","Antiseborrheic Products","90","30","00","selenium sulfide"
"Dermatological","Antiseborrheic Products","90","30","99","selenium sulfide"
"Dermatological","Antiseborrheic Products","90","30","00","sulfacetamide"
"Dermatological","Antiseborrheic Products","90","30","99","sulfur"
"Dermatological","Antiseborrheic Products","90","30","00","zinc pyrithione"
"Dermatological","Antivirals - Topical","90","35","00","acyclovir"
"Dermatological","Antivirals - Topical","90","35","00","docosanol"
"Dermatological","Antivirals - Topical","90","35","00","penciclovir"
"Dermatological","Antivirals - Topical","90","35","00","tadenan"
"Dermatological","Bath Products","90","40","00","cotton seed allergenic extract"
"Dermatological","Bath Products","90","40","00","cottonseed oil"
"Dermatological","Bath Products","90","40","00","Gossypium hirsutum whole extract"
"Dermatological","Bath Products","90","40","00","Levant cotton seed extract"
"Dermatological","Burn Products","90","45","00","mafenide"
"Dermatological","Burn Products","90","45","00","No ingredient mapped"
"Dermatological","Burn Products","90","45","00","silver sulfadiazine"
"Dermatological","Cauterizing Agents","90","50","99","potassium nitrate"
"Dermatological","Cauterizing Agents","90","50","00","silver nitrate"
"Dermatological","Cauterizing Agents","90","50","99","silver nitrate"
"Dermatological","Cauterizing Agents","90","50","00","trichloroacetate"
"Dermatological","Corticosteroids - Topical","90","55","00","alclometasone"
"Dermatological","Corticosteroids - Topical","90","55","00","amcinonide"
"Dermatological","Corticosteroids - Topical","90","55","00","betamethasone"
"Dermatological","Corticosteroids - Topical","90","55","99","betamethasone"
"Dermatological","Corticosteroids - Topical","90","55","99","calcipotriene"
"Dermatological","Corticosteroids - Topical","90","55","00","clobetasol"
"Dermatological","Corticosteroids - Topical","90","55","00","clocortolone"
"Dermatological","Corticosteroids - Topical","90","55","00","desonide"
"Dermatological","Corticosteroids - Topical","90","55","00","desoximetasone"
"Dermatological","Corticosteroids - Topical","90","55","00","diflorasone"
"Dermatological","Corticosteroids - Topical","90","55","00","fluocinolone"
"Dermatological","Corticosteroids - Topical","90","55","00","fluocinonide"
"Dermatological","Corticosteroids - Topical","90","55","00","flurandrenolide"
"Dermatological","Corticosteroids - Topical","90","55","00","fluticasone"
"Dermatological","Corticosteroids - Topical","90","55","00","halobetasol"
"Dermatological","Corticosteroids - Topical","90","55","00","hydrocortisone"
"Dermatological","Corticosteroids - Topical","90","55","98","hydrocortisone"
"Dermatological","Corticosteroids - Topical","90","55","99","hydrocortisone"
"Dermatological","Corticosteroids - Topical","90","55","00","mometasone"
"Dermatological","Corticosteroids - Topical","90","55","00","No ingredient mapped"
"Dermatological","Corticosteroids - Topical",,,,"No ingredient mapped"
"Dermatological","Corticosteroids - Topical","90","55","98","pramoxine"
"Dermatological","Corticosteroids - Topical","90","55","00","triamcinolone"
"Dermatological","Diaper Rash Products","90","60","00","petrolatum"
"Dermatological","Diaper Rash Products","90","60","00","zinc oxide"
"Dermatological","Eczema Agents","90","27","30","dupilumab"
"Dermatological","Emollient/Keratolytic Agents","90","66","00","lactate"
"Dermatological","Emollient/Keratolytic Agents","90","66","00","urea"
"Dermatological","Emollients","90","65","00","allantoin"
"Dermatological","Emollients","90","65","00","cholecalciferol"
"Dermatological","Emollients","90","65","99","dimethicone"
"Dermatological","Emollients","90","65","00","ergocalciferol"
"Dermatological","Emollients","90","65","00","lactate"
"Dermatological","Emollients","90","65","99","lactate"
"Dermatological","Emollients","90","65","00","lanolin"
"Dermatological","Emollients","90","65","00","lidocaine"
"Dermatological","Emollients","90","65","00","No ingredient mapped"
"Dermatological","Emollients","90","65","00","petrolatum"
"Dermatological","Emollients","90","65","00","vitamin A"
"Dermatological","Emollients","90","65","00","vitamin E"
"Dermatological","Emollients","90","65","00","zinc oxide"
"Dermatological","Enzymes - Topical","90","70","00","castor oil"
"Dermatological","Enzymes - Topical","90","70","99","chlorophyll"
"Dermatological","Enzymes - Topical","90","70","99","chlorophyllin copper complex"
"Dermatological","Enzymes - Topical","90","70","00","collagenase"
"Dermatological","Enzymes - Topical","90","70","99","papain"
"Dermatological","Enzymes - Topical","90","70","00","Peruvian balsam"
"Dermatological","Enzymes - Topical","90","70","00","trypsin"
"Dermatological","Enzymes - Topical","90","70","99","urea"
"Dermatological","Glabellar Lines (Frown Lines) Agents","90","89","00","botulinum toxin type A"
"Dermatological","Hair Growth Agents","90","73","40","bimatoprost"
"Dermatological","Hair Growth Agents","90","73","60","finasteride"
"Dermatological","Hair Growth Agents","90","73","80","minoxidil"
"Dermatological","Hair Reduction Agents","90","74","50","eflornithine"
"Dermatological","Immunomodulating Agents - Topical","90","77","30","imiquimod"
"Dermatological","Immunosuppressive Agents - Topical","90","78","40","pimecrolimus"
"Dermatological","Immunosuppressive Agents - Topical","90","78","40","tacrolimus"
"Dermatological","Keratolytic/Antimitotic Agents","90","75","00","podofilox"
"Dermatological","Keratolytic/Antimitotic Agents","90","75","00","podophyllin"
"Dermatological","Keratolytic/Antimitotic Agents","90","75","00","Podophyllum preparation"
"Dermatological","Keratolytic/Antimitotic Agents","90","75","00","salicylic acid"
"Dermatological","Liniments","90","80","00","camphor"
"Dermatological","Liniments","90","80","99","camphor"
"Dermatological","Liniments","90","80","00","capsaicin"
"Dermatological","Liniments","90","80","99","capsaicin"
"Dermatological","Liniments","90","80","00","Capsicum oleoresin"
"Dermatological","Liniments","90","80","99","histamine"
"Dermatological","Liniments","90","80","99","levomenthol"
"Dermatological","Liniments","90","80","00","menthol"
"Dermatological","Liniments","90","80","99","menthol"
"Dermatological","Liniments","90","80","99","menthyl salicylate"
"Dermatological","Liniments","90","80","00","methacholine"
"Dermatological","Liniments","90","80","00","methyl salicylate"
"Dermatological","Liniments","90","80","99","methyl salicylate"
"Dermatological","Liniments",,,,"No ingredient mapped"
"Dermatological","Liniments","90","80","99","synthetic camphor"
"Dermatological","Liniments","90","80","00","trolamine salicylate"
"Dermatological","Local Anesthetics - Topical","90","85","00","benzethonium"
"Dermatological","Local Anesthetics - Topical","90","85","99","benzethonium"
"Dermatological","Local Anesthetics - Topical","90","85","00","benzocaine"
"Dermatological","Local Anesthetics - Topical","90","85","99","benzocaine"
"Dermatological","Local Anesthetics - Topical","90","85","99","butamben"
"Dermatological","Local Anesthetics - Topical","90","85","00","capsaicin"
"Dermatological","Local Anesthetics - Topical","90","85","99","capsaicin"
"Dermatological","Local Anesthetics - Topical","90","85","00","dibucaine"
"Dermatological","Local Anesthetics - Topical","90","85","10","dichlorodifluoromethane"
"Dermatological","Local Anesthetics - Topical","90","85","10","ethyl chloride"
"Dermatological","Local Anesthetics - Topical","90","85","99","levomenthol"
"Dermatological","Local Anesthetics - Topical","90","85","00","lidocaine"
"Dermatological","Local Anesthetics - Topical","90","85","99","lidocaine"
"Dermatological","Local Anesthetics - Topical","90","85","99","menthol"
"Dermatological","Local Anesthetics - Topical","90","85","00","No ingredient mapped"
"Dermatological","Local Anesthetics - Topical","90","85","10","No ingredient mapped"
"Dermatological","Local Anesthetics - Topical","90","85","99","No ingredient mapped"
"Dermatological","Local Anesthetics - Topical",,,,"No ingredient mapped"
"Dermatological","Local Anesthetics - Topical","90","85","00","pramoxine"
"Dermatological","Local Anesthetics - Topical","90","85","99","pramoxine"
"Dermatological","Local Anesthetics - Topical","90","85","99","prilocaine"
"Dermatological","Local Anesthetics - Topical","90","85","00","tetracaine"
"Dermatological","Local Anesthetics - Topical","90","85","99","tetracaine"
"Dermatological","Local Anesthetics - Topical","90","85","10","trichlorofluoromethane"
"Dermatological","Local Anesthetics - Topical","90","85","99","zinc acetate"
"Dermatological","Misc. Dermatological Products","90","99","00","No ingredient mapped"
"Dermatological","Misc. Dermatological Products","90","99","00","petrolatum"
"Dermatological","Misc. Dermatological Products","90","99","00","resorcinol"
"Dermatological","Misc. Topical","90","97","20","acetylated lanolin"
"Dermatological","Misc. Topical","90","97","00","aluminum chloride"
"Dermatological","Misc. Topical","90","97","10","aluminum sulfate"
"Dermatological","Misc. Topical","90","97","20","benzoin resin"
"Dermatological","Misc. Topical","90","97","10","calamine"
"Dermatological","Misc. Topical","90","97","20","calamine"
"Dermatological","Misc. Topical","90","97","99","calamine"
"Dermatological","Misc. Topical","90","97","10","calcium acetate"
"Dermatological","Misc. Topical","90","97","30","colloidal oatmeal"
"Dermatological","Misc. Topical","90","97","20","compound benzoin tincture (USP)"
"Dermatological","Misc. Topical","90","97","50","corn starch"
"Dermatological","Misc. Topical","90","97","20","dimethicone"
"Dermatological","Misc. Topical","90","97","99","dimethicone"
"Dermatological","Misc. Topical","90","97","20","dimethicone 1000"
"Dermatological","Misc. Topical","90","97","20","dimethicone 12500"
"Dermatological","Misc. Topical","90","97","20","dimethicone 20"
"Dermatological","Misc. Topical","90","97","20","dimethicone 200"
"Dermatological","Misc. Topical","90","97","20","dimethicone 350"
"Dermatological","Misc. Topical","90","97","20","dimethicone 500"
"Dermatological","Misc. Topical","90","97","80","hypochlorite"
"Dermatological","Misc. Topical","90","97","15","hypochlorite ion"
"Dermatological","Misc. Topical","90","97","20","lanolin"
"Dermatological","Misc. Topical","90","97","20","lanolin acid"
"Dermatological","Misc. Topical","90","97","20","menthol"
"Dermatological","Misc. Topical","90","97","99","menthol"
"Dermatological","Misc. Topical","90","97","20","mineral oil"
"Dermatological","Misc. Topical","90","97","20","mineral oil, light"
"Dermatological","Misc. Topical","90","97","15","No ingredient mapped"
"Dermatological","Misc. Topical","90","97","20","No ingredient mapped"
"Dermatological","Misc. Topical","90","97","30","No ingredient mapped"
"Dermatological","Misc. Topical","90","97","60","No ingredient mapped"
"Dermatological","Misc. Topical","90","97","70","No ingredient mapped"
"Dermatological","Misc. Topical","90","97","80","No ingredient mapped"
"Dermatological","Misc. Topical",,,,"No ingredient mapped"
"Dermatological","Misc. Topical","90","97","20","petrolatum"
"Dermatological","Misc. Topical","90","97","10","phenol"
"Dermatological","Misc. Topical","90","97","30","salicylic acid"
"Dermatological","Misc. Topical","90","97","50","talc"
"Dermatological","Misc. Topical","90","97","00","witch hazel"
"Dermatological","Misc. Topical","90","97","10","witch hazel"
"Dermatological","Misc. Topical","90","97","10","zinc oxide"
"Dermatological","Misc. Topical","90","97","20","zinc oxide"
"Dermatological","Misc. Topical","90","97","99","zinc oxide"
"Dermatological","Phosphodiesterase 4 (PDE4) Inhibitors - Topical","90","23","00","crisaborole"
"Dermatological","Pigmenting-Depigmenting Agents","90","87","20","hydroquinone"
"Dermatological","Protectives Against UV Radiation","90","92","00","No ingredient mapped"
"Dermatological","Rosacea Agents","90","06","00","azelate"
"Dermatological","Rosacea Agents","90","06","00","brimonidine"
"Dermatological","Rosacea Agents","90","06","00","doxycycline"
"Dermatological","Rosacea Agents","90","06","00","ivermectin"
"Dermatological","Rosacea Agents","90","06","00","metronidazole"
"Dermatological","Scabicides & Pediculicides","90","90","00","crotamiton"
"Dermatological","Scabicides & Pediculicides","90","90","00","permethrin"
"Dermatological","Scabicides & Pediculicides","90","90","00","piperonyl butoxide"
"Dermatological","Scabicides & Pediculicides","90","90","00","pyrethrins"
"Dermatological","Scar Treatment Products","90","93","00","allantoin"
"Dermatological","Tar Products","90","52","99","benzocaine"
"Dermatological","Tar Products","90","52","00","coal tar"
"Dermatological","Tar Products","90","52","99","coal tar"
"Dermatological","Tar Products","90","52","99","salicylic acid"
"Dermatological","Wound Care Products","90","94","50","becaplermin"
"Dermatological","Wound Care Products","90","94","40","benzalkonium"
"Dermatological","Wound Care Products","90","94","99","castor oil"
"Dermatological","Wound Care Products","90","94","30","No ingredient mapped"
"Dermatological","Wound Care Products","90","94","40","No ingredient mapped"
"Dermatological","Wound Care Products",,,,"No ingredient mapped"
"Dermatological","Wound Care Products","90","94","99","Peruvian balsam"
"Diagnostic products","Diagnostic Drugs","94","20","00","adenosine"
"Diagnostic products","Diagnostic Drugs","94","20","00","arginine"
"Diagnostic products","Diagnostic Drugs","94","20","00","cosyntropin"
"Diagnostic products","Diagnostic Drugs","94","20","00","glucagon"
"Diagnostic products","Diagnostic Drugs","94","20","00","indigotindisulfonate"
"Diagnostic products","Diagnostic Drugs","94","20","00","indocyanine green"
"Diagnostic products","Diagnostic Drugs","94","20","00","No ingredient mapped"
"Diagnostic products","Diagnostic Drugs",,,,"No ingredient mapped"
"Diagnostic products","Diagnostic Drugs","94","20","00","sincalide"
"Diagnostic products","Radiographic Contrast Media","94","40","20","ethiodized oil"
"Diagnostic products","Radiographic Contrast Media","94","40","20","iodixanol"
"Diagnostic products","Radiographic Contrast Media","94","40","20","iohexol"
"Diagnostic products","Radiographic Contrast Media","94","40","20","No ingredient mapped"
"Dietary products","Dietary Management Products","81","25","99","folic acid"
"Dietary products","Dietary Management Products","81","25","00","levomefolate"
"Dietary products","Dietary Management Products","81","25","00","No ingredient mapped"
"Dietary products","Dietary Management Products","81","25","99","No ingredient mapped"
"Dietary products","Dietary Management Products","81","25","00","pregnenolone"
"Dietary products","Dietary Management Products","81","25","99","pyridoxine"
"Dietary products","Dietary Management Products","81","25","00","urea"
"Dietary products","Dietary Management Products","81","25","99","vitamin B12"
"Dietary products","Dietary Management Products","81","25","99","vitamin B6"
"Dietary products","Nutritional Supplements","81","20","10","chromium picolinate"
"Dietary products","Nutritional Supplements","81","20","00","creatine"
"Dietary products","Nutritional Supplements","81","20","00","grape extract"
"Dietary products","Nutritional Supplements","81","20","10","inulin"
"Dietary products","Nutritional Supplements","81","20","00","lithium aspartate"
"Dietary products","Nutritional Supplements","81","20","00","No ingredient mapped"
"Dietary products","Nutritional Supplements",,,,"No ingredient mapped"
"Dietary products","Nutritional Supplements","81","20","00","salmon oil"
"Digestive aids","Digestive Aids - Mixtures","51","99","00","amylase"
"Digestive aids","Digestive Aids - Mixtures","51","99","00","lipase"
"Digestive aids","Digestive Aids - Mixtures","51","99","00","No ingredient mapped"
"Digestive aids","Digestive Aids - Mixtures","51","99","00","protease"
"Digestive aids","Digestive Enzymes","51","20","00","amylase"
"Digestive aids","Digestive Enzymes","51","20","99","amylase"
"Digestive aids","Digestive Enzymes","51","20","99","betaine"
"Digestive aids","Digestive Enzymes","51","20","00","lactase"
"Digestive aids","Digestive Enzymes","51","20","00","lipase"
"Digestive aids","Digestive Enzymes","51","20","99","lipase"
"Digestive aids","Digestive Enzymes","51","20","99","No ingredient mapped"
"Digestive aids","Digestive Enzymes","51","20","00","pancreatin"
"Digestive aids","Digestive Enzymes","51","20","00","pancrelipase"
"Digestive aids","Digestive Enzymes","51","20","00","protease"
"Digestive aids","Digestive Enzymes","51","20","99","protease"
"Diuretics","Carbonic Anhydrase Inhibitors","37","10","00","acetazolamide"
"Diuretics","Carbonic Anhydrase Inhibitors","37","10","00","methazolamide"
"Diuretics","Carbonic Anhydrase Inhibitors",,,,"No ingredient mapped"
"Diuretics","Diuretic Combinations","37","99","00","amiloride"
"Diuretics","Diuretic Combinations","37","99","00","hydrochlorothiazide"
"Diuretics","Diuretic Combinations","37","99","00","No ingredient mapped"
"Diuretics","Diuretic Combinations","37","99","00","spironolactone"
"Diuretics","Diuretic Combinations","37","99","00","triamterene"
"Diuretics","Diuretics - Miscellaneous","37","90","00","pamabrom"
"Diuretics","Loop Diuretics","37","20","00","bumetanide"
"Diuretics","Loop Diuretics","37","20","00","ethacrynate"
"Diuretics","Loop Diuretics","37","20","00","furosemide"
"Diuretics","Loop Diuretics","37","20","00","No ingredient mapped"
"Diuretics","Loop Diuretics",,,,"No ingredient mapped"
"Diuretics","Loop Diuretics","37","20","00","torsemide"
"Diuretics","Osmotic Diuretics","37","40","00","manitol"
"Diuretics","Osmotic Diuretics","37","40","00","mannitol"
"Diuretics","Osmotic Diuretics","37","40","00","No ingredient mapped"
"Diuretics","Potassium Sparing Diuretics","37","50","00","amiloride"
"Diuretics","Potassium Sparing Diuretics",,,,"No ingredient mapped"
"Diuretics","Potassium Sparing Diuretics","37","50","00","spironolactone"
"Diuretics","Potassium Sparing Diuretics","37","50","00","triamterene"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","bendroflumethiazide"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","chlorothiazide"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","chlorthalidone"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","hydrochlorothiazide"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","indapamide"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","methyclothiazide"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","metolazone"
"Diuretics","Thiazides and Thiazide-Like Diuretics","37","60","00","No ingredient mapped"
"Estrogens","Estrogen Combinations","24","99","30","estradiol"
"Estrogens","Estrogen Combinations","24","99","30","estrogens, conjugated (USP)"
"Estrogens","Estrogen Combinations","24","99","10","estrogens, esterified (USP)"
"Estrogens","Estrogen Combinations","24","99","30","ethinyl estradiol"
"Estrogens","Estrogen Combinations","24","99","30","levonorgestrel"
"Estrogens","Estrogen Combinations","24","99","30","medroxyprogesterone"
"Estrogens","Estrogen Combinations","24","99","10","methyltestosterone"
"Estrogens","Estrogen Combinations","24","99","30","No ingredient mapped"
"Estrogens","Estrogen Combinations","24","99","30","norethindrone"
"Estrogens","Estrogen Combinations","24","99","30","norgestimate"
"Estrogens","Estrogens","24","00","00","estradiol"
"Estrogens","Estrogens","24","00","00","estrogens, conjugated (USP)"
"Estrogens","Estrogens","24","00","00","estrogens, esterified (USP)"
"Estrogens","Estrogens","24","00","00","estropipate"
"Estrogens","Estrogens","24","00","00","No ingredient mapped"
"Estrogens","Estrogens","24","00","00","synthetic conjugated estrogens, A"
"Estrogens","Estrogens","24","00","00","synthetic conjugated estrogens, B"
"Fluoroquinolones","Fluoroquinolones","05","00","00","ciprofloxacin"
"Fluoroquinolones","Fluoroquinolones","05","00","00","gatifloxacin"
"Fluoroquinolones","Fluoroquinolones","05","00","00","levofloxacin"
"Fluoroquinolones","Fluoroquinolones","05","00","00","moxifloxacin"
"Fluoroquinolones","Fluoroquinolones","05","00","00","No ingredient mapped"
"Fluoroquinolones","Fluoroquinolones",,,,"No ingredient mapped"
"Fluoroquinolones","Fluoroquinolones","05","00","00","norfloxacin"
"General anesthetics","Anesthetics - Misc.","70","40","00","etomidate"
"General anesthetics","Anesthetics - Misc.","70","40","00","ketamine"
"General anesthetics","Anesthetics - Misc.","70","40","00","No ingredient mapped"
"General anesthetics","Anesthetics - Misc.",,,,"No ingredient mapped"
"General anesthetics","Anesthetics - Misc.","70","40","00","propofol"
"General anesthetics","Barbiturate Anesthetics","70","10","00","methohexital"
"General anesthetics","Barbiturate Anesthetics","70","10","00","No ingredient mapped"
"General anesthetics","Barbiturate Anesthetics","70","10","00","thiopental"
"Gout","Gout Agent Combinations","68","99","00","colchicine"
"Gout","Gout Agent Combinations","68","99","00","probenecid"
"Gout","Gout Agents","68","00","00","allopurinol"
"Gout","Gout Agents","68","00","00","colchicine"
"Gout","Gout Agents","68","00","00","febuxostat"
"Gout","Gout Agents","68","00","00","lesinurad"
"Gout","Gout Agents","68","00","00","No ingredient mapped"
"Gout","Gout Agents","68","00","00","pegloticase"
"Gout","Uricosurics","68","10","00","probenecid"
"Hematopoietic agents","Agents for Gaucher Disease","82","70","00","eliglustat"
"Hematopoietic agents","Agents for Gaucher Disease","82","70","00","imiglucerase"
"Hematopoietic agents","Agents for Gaucher Disease","82","70","00","taliglucerase alfa"
"Hematopoietic agents","Agents for Gaucher Disease","82","70","00","velaglucerase alfa"
"Hematopoietic agents","Agents for Sickle Cell Disease","82","80","70","crizanlizumab"
"Hematopoietic agents","Agents for Sickle Cell Disease","82","80","10","glutamine"
"Hematopoietic agents","Agents for Sickle Cell Disease","82","80","30","hydroxyurea"
"Hematopoietic agents","Agents for Sickle Cell Disease","82","80","50","voxelotor"
"Hematopoietic agents","Cobalamins","82","10","00","cobalamins"
"Hematopoietic agents","Cobalamins","82","10","00","mecobalamin"
"Hematopoietic agents","Cobalamins","82","10","00","No ingredient mapped"
"Hematopoietic agents","Cobalamins","82","10","00","vitamin B12"
"Hematopoietic agents","Folic Acid/Folates","82","20","00","folic acid"
"Hematopoietic agents","Folic Acid/Folates","82","20","00","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","10","darbepoetin alfa"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","50","eltrombopag"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","10","epoetin alfa"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","15","filgrastim"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","05","luspatercept"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","10","methoxy polyethylene glycol-epoetin beta"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","10","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","15","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","20","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Growth Factors",,,,"No ingredient mapped"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","30","oprelvekin"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","15","pegfilgrastim"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","50","romiplostim"
"Hematopoietic agents","Hematopoietic Growth Factors","82","40","20","sargramostim"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","ascorbic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","ascorbic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","calcium ascorbate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","calcium threonate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","copper sulfate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","docusate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","ferrous asparto glycinate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","ferrous bisglycinate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","ferrous fumarate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","ferrous sulfate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","15","folic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","folic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","folic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","iron"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","iron carbonyl"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","iron carbonyl"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","iron polysaccharide"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","liver stomach concentrate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","magnesium sulfate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","manganese sulfate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","10","mecobalamin"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","niacinamide"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","15","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","40","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","No ingredient mapped"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","pantothenate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","polysaccharide iron complex"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","15","pyridoxine"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","pyridoxine"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","riboflavin"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","sodium ascorbate"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","succinic acid"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","thiamine"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","10","vitamin B12"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","15","vitamin B12"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","vitamin B12"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","50","vitamin B12"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","15","vitamin B6"
"Hematopoietic agents","Hematopoietic Mixtures","82","99","20","zinc sulfate"
"Hematopoietic agents","Iron","82","30","00","Fe heme polypeptide"
"Hematopoietic agents","Iron","82","30","00","ferric carboxymaltose"
"Hematopoietic agents","Iron","82","30","00","ferrous fumarate"
"Hematopoietic agents","Iron","82","30","00","ferrous gluconate"
"Hematopoietic agents","Iron","82","30","00","ferrous sulfate"
"Hematopoietic agents","Iron","82","30","00","ferumoxytol"
"Hematopoietic agents","Iron","82","30","00","heme iron polypeptide"
"Hematopoietic agents","Iron","82","30","00","iron"
"Hematopoietic agents","Iron","82","30","00","iron carbonyl"
"Hematopoietic agents","Iron","82","30","00","iron-dextran complex"
"Hematopoietic agents","Iron","82","30","00","iron sucrose"
"Hematopoietic agents","Iron",,,,"No ingredient mapped"
"Hematopoietic agents","Iron","82","30","00","polysaccharide iron complex"
"Hematopoietic agents","Iron","82","30","00","sodium ferric gluconate complex"
"Hematopoietic agents","Stem Cell Mobilizers","82","50","20","No ingredient mapped"
"Hematopoietic agents","Stem Cell Mobilizers",,,,"No ingredient mapped"
